Time,p1p2_expect
0.0,0.0
0.20202020202020202,0.002696833904759743
0.40404040404040403,0.02368163304324335
0.6060606060606061,0.07288498264318344
0.8080808080808081,0.14311192625714717
1.0101010101010102,0.22028359106427958
1.2121212121212122,0.29176649840374885
1.4141414141414141,0.3478886548217291
1.6161616161616161,0.3862270873611165
1.8181818181818181,0.41123262423754764
2.0202020202020203,0.42874688620150025
2.2222222222222223,0.4430163125643484
2.4242424242424243,0.4564474093060789
2.6262626262626263,0.46997746051931977
2.8282828282828283,0.4837901342597682
3.0303030303030303,0.4979185237061064
3.2323232323232323,0.5123974347481105
3.4343434343434343,0.5271803153532201
3.6363636363636362,0.5420659948659104
3.8383838383838382,0.5567231172707074
4.040404040404041,0.5707819477274105
4.242424242424242,0.5839293324854338
4.444444444444445,0.595965192250626
4.646464646464646,0.6068126272433852
4.848484848484849,0.6164907096704173
5.05050505050505,0.6250877786950118
5.252525252525253,0.6327250237244967
5.454545454545454,0.6395347690730122
5.656565656565657,0.6456453398751804
5.858585858585858,0.6511698455074691
6.0606060606060606,0.6562019146210067
6.262626262626262,0.6608146882393328
6.4646464646464645,0.665061720819249
6.666666666666667,0.6689815814389993
6.8686868686868685,0.672601537390721
7.070707070707071,0.6759413651973598
7.2727272727272725,0.6790173880271252
7.474747474747475,0.6818438252232334
7.6767676767676765,0.6844350265242403
7.878787878787879,0.6868056223912877
8.080808080808081,0.6889710059294744
8.282828282828282,0.6909468290315947
8.484848484848484,0.6927487293464736
8.686868686868687,0.6943918705408245
8.88888888888889,0.6958908109939704
9.09090909090909,0.6972589883180397
9.292929292929292,0.6985085607461579
9.494949494949495,0.6996505614698494
9.696969696969697,0.7006948751552944
9.8989898989899,0.7016502363556112
10.1010101010101,0.7025244371697551
10.303030303030303,0.7033243692397646
10.505050505050505,0.7040563941047548
10.707070707070708,0.70472622611273
10.909090909090908,0.7053390140657732
11.11111111111111,0.7058994687562463
11.313131313131313,0.7064120247097259
11.515151515151516,0.706880674558057
11.717171717171716,0.7073091218441117
11.919191919191919,0.707700823527904
12.121212121212121,0.7080589191608767
12.323232323232324,0.7083862884937318
12.525252525252524,0.7086855745253331
12.727272727272727,0.7089592143999887
12.929292929292929,0.7092094058763022
13.131313131313131,0.7094381821567021
13.333333333333334,0.709647374035334
13.535353535353535,0.7098386870816827
13.737373737373737,0.710013624763865
13.93939393939394,0.7101736003376201
14.141414141414142,0.7103198875645458
14.343434343434343,0.7104536560681095
14.545454545454545,0.7105759818293389
14.747474747474747,0.7106878349490184
14.94949494949495,0.7107901163466075
15.15151515151515,0.7108836400219988
15.353535353535353,0.7109691547664304
15.555555555555555,0.7110473467411933
15.757575757575758,0.7111188478453884
15.959595959595958,0.7111842295596923
16.161616161616163,0.7112440072319066
16.363636363636363,0.711298672145759
16.565656565656564,0.7113486511267242
16.767676767676768,0.7113943596223984
16.96969696969697,0.7114361484546703
17.171717171717173,0.7114743606315673
17.373737373737374,0.7115093033796996
17.575757575757574,0.7115412561349459
17.77777777777778,0.7115704702041088
17.97979797979798,0.7115971884227041
18.18181818181818,0.7116216183206262
18.383838383838384,0.7116439532578422
18.585858585858585,0.7116643830569547
18.78787878787879,0.7116830551379392
18.98989898989899,0.7117001399690394
19.19191919191919,0.7117157557963232
19.393939393939394,0.7117300408961986
19.595959595959595,0.7117430912798459
19.7979797979798,0.7117550343544008
20.0,0.7117659505688161
